Latitude,Longitude,Datetime,Load
51.13,71.46000000000001,2020-12-08 17:00:00,8
51.19,71.41,2020-12-08 16:30:00,6
51.15,71.4,2020-12-08 16:30:00,3
51.13,71.41,2020-12-08 16:30:00,3
51.17,71.42,2020-12-08 16:30:00,13
51.14,71.47,2020-12-08 16:30:00,6
51.17,71.45,2020-12-08 16:30:00,3
51.19,71.45,2020-12-11 14:00:00,3
51.11,71.43,2020-12-11 14:15:00,5
51.13,71.46000000000001,2020-12-11 14:15:00,22
51.17,71.38,2020-12-08 16:15:00,11
51.160000000000004,71.41,2020-12-08 16:15:00,6
51.17,71.43,2020-12-08 16:15:00,3
51.06,71.42,2020-12-08 16:15:00,5
51.17,71.39,2020-12-08 16:15:00,4
51.14,71.46000000000001,2020-12-08 16:15:00,3
51.17,71.38,2020-12-10 06:45:00,4
51.11,71.42,2020-12-10 07:15:00,4
51.11,71.43,2020-12-10 07:15:00,17
51.13,71.46000000000001,2020-12-10 07:15:00,7
51.14,71.42,2020-12-10 07:15:00,4
51.160000000000004,71.45,2020-12-08 16:45:00,3
51.18,71.41,2020-12-08 16:45:00,3
51.18,71.48,2020-12-08 16:45:00,7
51.18,71.43,2020-12-08 17:00:00,4
51.07,71.42,2020-12-08 17:00:00,4
51.17,71.39,2020-12-08 17:00:00,4
51.160000000000004,71.42,2020-12-08 16:00:00,5
51.14,71.43,2020-12-08 16:00:00,4
51.15,71.48,2020-12-08 16:00:00,3
51.14,71.49,2020-12-08 16:00:00,3
51.1,71.43,2020-12-08 16:30:00,4
51.15,71.42,2020-12-08 16:30:00,4
51.15,71.43,2020-12-08 16:30:00,3
51.06,71.39,2020-12-13 01:15:00,3
51.17,71.43,2020-12-11 14:15:00,3
51.120000000000005,71.46000000000001,2020-12-11 14:15:00,3
51.17,71.44,2020-12-11 14:15:00,3
51.120000000000005,71.45,2020-12-11 14:15:00,3
51.19,71.41,2020-12-11 14:15:00,6
51.14,71.48,2020-12-11 14:15:00,4
51.17,71.42,2020-12-11 14:15:00,12
51.160000000000004,71.49,2020-12-11 14:15:00,3
51.17,71.41,2020-12-08 16:15:00,6
51.14,71.47,2020-12-08 16:15:00,3
51.15,71.41,2020-12-10 07:30:00,3
51.13,71.46000000000001,2020-12-10 07:30:00,3
51.120000000000005,71.43,2020-12-10 07:30:00,3
51.11,71.43,2020-12-10 07:30:00,8
51.160000000000004,71.46000000000001,2020-12-10 07:30:00,4
51.06,71.39,2020-12-10 07:30:00,3
51.09,71.39,2020-12-08 16:45:00,4
51.14,71.46000000000001,2020-12-08 16:45:00,4
51.15,71.44,2020-12-08 16:45:00,6
51.15,71.42,2020-12-08 16:45:00,10
51.120000000000005,71.41,2020-12-08 17:00:00,3
51.06,71.42,2020-12-08 17:00:00,3
51.15,71.48,2020-12-08 17:00:00,3
51.13,71.46000000000001,2020-12-08 16:15:00,7
51.120000000000005,71.42,2020-12-08 16:15:00,3
51.160000000000004,71.48,2020-12-08 16:30:00,3
51.15,71.48,2020-12-08 16:30:00,4
51.15,71.49,2020-12-10 07:30:00,1
51.14,71.49,2020-12-10 07:30:00,2
51.15,71.5,2020-12-10 07:45:00,3
51.120000000000005,71.44,2020-12-10 07:45:00,4
51.160000000000004,71.5,2020-12-10 07:45:00,3
51.14,71.47,2020-12-08 16:45:00,6
51.160000000000004,71.42,2020-12-11 14:15:00,3
51.18,71.42,2020-12-11 14:15:00,10
51.14,71.52,2020-12-11 14:15:00,5
51.11,71.43,2020-12-10 08:00:00,14
51.19,71.45,2020-12-10 08:00:00,4
51.160000000000004,71.42,2020-12-10 07:30:00,3
51.15,71.44,2020-12-10 07:30:00,9
51.06,71.39,2020-12-13 01:30:00,3
51.120000000000005,71.46000000000001,2020-12-08 17:00:00,7
51.11,71.43,2020-12-08 17:00:00,12
51.11,71.41,2020-12-08 17:00:00,3
51.18,71.46000000000001,2020-12-10 08:15:00,3
51.17,71.42,2020-12-10 08:15:00,3
51.11,71.41,2020-12-10 08:15:00,3
51.15,71.42,2020-12-10 08:15:00,5
51.18,71.48,2020-12-10 08:15:00,8
51.120000000000005,71.43,2020-12-10 07:45:00,6
51.19,71.45,2020-12-10 07:45:00,3
51.160000000000004,71.49,2020-12-10 07:45:00,4
51.160000000000004,71.41,2020-12-10 08:30:00,3
51.14,71.47,2020-12-10 08:30:00,9
51.07,71.4,2020-12-10 08:30:00,4
51.120000000000005,71.42,2020-12-10 08:30:00,3
51.120000000000005,71.46000000000001,2020-12-10 08:30:00,8
51.06,71.39,2020-12-10 08:30:00,3
51.15,71.49,2020-12-10 08:30:00,6
51.19,71.45,2020-12-10 07:30:00,6
51.120000000000005,71.4,2020-12-08 17:00:00,5
51.160000000000004,71.45,2020-12-08 17:00:00,3
51.160000000000004,71.47,2020-12-11 14:15:00,6
51.160000000000004,71.41,2020-12-11 14:15:00,4
51.120000000000005,71.42,2020-12-11 14:15:00,3
51.17,71.45,2020-12-11 14:15:00,6
51.14,71.47,2020-12-11 14:15:00,3
51.160000000000004,71.43,2020-12-10 09:00:00,5
51.17,71.42,2020-12-10 09:00:00,4
51.19,71.45,2020-12-10 09:00:00,3
51.15,71.41,2020-12-10 09:00:00,6
51.15,71.48,2020-12-10 09:00:00,4
51.1,71.43,2020-12-10 08:45:00,6
51.15,71.41,2020-12-10 08:45:00,10
51.1,71.43,2020-12-10 08:15:00,7
51.14,71.42,2020-12-10 08:15:00,3
51.17,71.45,2020-12-10 08:30:00,4
51.17,71.41,2020-12-10 08:30:00,11
51.15,71.44,2020-12-10 08:30:00,8
51.14,71.47,2020-12-10 07:45:00,3
51.14,71.42,2020-12-10 07:45:00,8
51.120000000000005,71.4,2020-12-10 08:00:00,3
51.160000000000004,71.41,2020-12-08 17:00:00,3
51.15,71.41,2020-12-08 17:00:00,3
51.14,71.47,2020-12-08 17:00:00,6
51.160000000000004,71.44,2020-12-11 14:15:00,4
51.120000000000005,71.4,2020-12-11 14:15:00,8
51.15,71.42,2020-12-11 14:15:00,11
51.13,71.43,2020-12-11 14:15:00,3
51.11,71.4,2020-12-10 09:15:00,10
51.18,71.46000000000001,2020-12-10 09:15:00,3
51.15,71.5,2020-12-10 09:15:00,10
51.13,71.46000000000001,2020-12-10 09:15:00,6
51.160000000000004,71.42,2020-12-10 09:15:00,3
51.15,71.43,2020-12-10 09:15:00,3
51.14,71.42,2020-12-13 02:00:00,3
51.11,71.43,2020-12-10 09:00:00,6
51.15,71.46000000000001,2020-12-10 08:45:00,3
51.14,71.41,2020-12-10 08:45:00,6
51.160000000000004,71.42,2020-12-10 08:15:00,4
51.160000000000004,71.41,2020-12-10 08:15:00,4
51.15,71.48,2020-12-10 08:15:00,3
51.120000000000005,71.4,2020-12-10 08:15:00,4
51.06,71.42,2020-12-10 08:30:00,3
51.18,71.48,2020-12-10 08:30:00,4
51.18,71.48,2020-12-10 07:45:00,3
51.17,71.41,2020-12-10 08:00:00,7
51.19,71.4,2020-12-08 17:00:00,4
51.14,71.41,2020-12-08 17:00:00,5
51.15,71.36,2020-12-08 17:00:00,4
51.19,71.41,2020-12-08 17:00:00,3
51.120000000000005,71.44,2020-12-10 09:15:00,3
51.14,71.41,2020-12-10 09:15:00,3
51.17,71.42,2020-12-10 09:15:00,11
51.160000000000004,71.48,2020-12-10 09:15:00,3
51.15,71.42,2020-12-10 09:15:00,8
51.120000000000005,71.45,2020-12-10 09:15:00,3
51.18,71.48,2020-12-11 14:15:00,3
51.13,71.46000000000001,2020-12-10 09:00:00,3
51.06,71.39,2020-12-10 09:00:00,3
51.160000000000004,71.43,2020-12-13 02:15:00,3
51.13,71.46000000000001,2020-12-13 02:30:00,4
51.11,71.4,2020-12-10 08:15:00,4
51.15,71.46000000000001,2020-12-10 08:15:00,3
51.13,71.46000000000001,2020-12-10 08:15:00,6
51.15,71.41,2020-12-10 07:45:00,7
51.13,71.46000000000001,2020-12-10 08:45:00,5
51.15,71.45,2020-12-10 08:45:00,3
51.17,71.38,2020-12-10 08:45:00,12
51.11,71.43,2020-12-10 08:45:00,4
51.18,71.48,2020-12-10 08:45:00,4
51.15,71.42,2020-12-08 17:00:00,4
51.15,71.35000000000001,2020-12-08 17:00:00,3
51.17,71.47,2020-12-10 08:00:00,3
51.15,71.41,2020-12-10 08:00:00,4
51.120000000000005,71.43,2020-12-10 08:00:00,3
51.160000000000004,71.41,2020-12-10 09:15:00,4
51.160000000000004,71.47,2020-12-10 09:15:00,3
51.15,71.41,2020-12-10 09:15:00,15
51.18,71.42,2020-12-10 09:15:00,9
51.15,71.49,2020-12-10 09:15:00,1
51.14,71.42,2020-12-10 09:15:00,3
51.18,71.47,2020-12-10 09:15:00,3
51.18,71.48,2020-12-10 09:15:00,6
51.15,71.46000000000001,2020-12-11 14:15:00,3
51.15,71.47,2020-12-11 14:30:00,7
51.18,71.48,2020-12-10 09:00:00,3
51.160000000000004,71.47,2020-12-10 09:00:00,6
51.17,71.45,2020-12-13 02:30:00,3
51.120000000000005,71.52,2020-12-13 02:30:00,4
51.120000000000005,71.43,2020-12-10 08:15:00,3
51.09,71.39,2020-12-10 08:15:00,4
51.15,71.43,2020-12-10 08:30:00,3
51.13,71.44,2020-12-10 08:45:00,3
51.160000000000004,71.45,2020-12-10 08:15:00,3
51.14,71.47,2020-12-11 14:30:00,15
51.17,71.43,2020-12-11 14:30:00,3
51.17,71.41,2020-12-11 14:30:00,6
51.14,71.41,2020-12-11 14:30:00,4
51.14,71.52,2020-12-11 14:30:00,7
51.120000000000005,71.51,2020-12-11 14:30:00,4
51.160000000000004,71.43,2020-12-10 09:15:00,3
51.17,71.41,2020-12-10 09:15:00,9
51.14,71.42,2020-12-11 14:30:00,4
51.15,71.48,2020-12-11 14:30:00,6
51.1,71.43,2020-12-11 14:30:00,15
51.11,71.43,2020-12-11 14:45:00,4
51.17,71.48,2020-12-11 14:45:00,7
51.13,71.44,2020-12-11 14:45:00,3
51.120000000000005,71.4,2020-12-11 14:45:00,4
51.17,71.39,2020-12-11 14:45:00,3
51.15,71.44,2020-12-11 14:45:00,3
51.17,71.42,2020-12-11 14:45:00,6
51.18,71.48,2020-12-11 14:45:00,3
51.15,71.49,2020-12-10 09:00:00,3
51.120000000000005,71.4,2020-12-10 09:00:00,4
51.21,71.38,2020-12-13 03:00:00,3
51.18,71.41,2020-12-10 08:30:00,7
51.11,71.43,2020-12-10 08:30:00,3
51.07,71.39,2020-12-10 08:30:00,4
51.19,71.41,2020-12-10 08:45:00,3
51.120000000000005,71.52,2020-12-10 08:45:00,6
51.17,71.41,2020-12-11 14:45:00,16
51.160000000000004,71.42,2020-12-11 14:45:00,10
51.13,71.46000000000001,2020-12-11 14:45:00,7
51.09,71.4,2020-12-11 15:00:00,3
51.15,71.41,2020-12-11 15:00:00,19
51.120000000000005,71.4,2020-12-10 08:45:00,4
51.120000000000005,71.42,2020-12-10 08:45:00,3
51.17,71.39,2020-12-10 08:45:00,3
51.160000000000004,71.46000000000001,2020-12-11 14:30:00,3
51.160000000000004,71.42,2020-12-11 14:30:00,3
51.160000000000004,71.47,2020-12-11 14:30:00,7
51.18,71.48,2020-12-11 14:30:00,11
51.13,71.5,2020-12-11 14:30:00,4
51.17,71.42,2020-12-11 14:30:00,3
51.160000000000004,71.41,2020-12-11 14:30:00,6
51.15,71.41,2020-12-11 14:30:00,7
51.18,71.47,2020-12-11 14:30:00,3
51.15,71.37,2020-12-11 14:30:00,4
51.19,71.42,2020-12-10 09:15:00,4
51.17,71.39,2020-12-10 09:15:00,8
51.13,71.46000000000001,2020-12-13 03:00:00,4
51.17,71.39,2020-12-13 03:15:00,3
51.15,71.41,2020-12-11 14:45:00,6
51.120000000000005,71.42,2020-12-11 14:45:00,4
51.15,71.48,2020-12-11 14:45:00,6
51.1,71.43,2020-12-11 14:45:00,13
51.18,71.44,2020-12-11 14:45:00,3
51.17,71.48,2020-12-11 15:00:00,4
51.18,71.48,2020-12-11 15:00:00,11
51.14,71.42,2020-12-11 15:00:00,3
51.120000000000005,71.4,2020-12-10 09:15:00,8
51.11,71.42,2020-12-10 09:00:00,3
51.160000000000004,71.47,2020-12-11 15:30:00,8
51.160000000000004,71.43,2020-12-11 15:30:00,9
51.18,71.42,2020-12-11 15:15:00,7
51.160000000000004,71.47,2020-12-11 15:15:00,4
51.14,71.47,2020-12-11 15:15:00,3
51.120000000000005,71.43,2020-12-11 15:15:00,3
51.15,71.42,2020-12-11 15:15:00,3
51.160000000000004,71.43,2020-12-11 15:15:00,5
51.17,71.41,2020-12-11 15:15:00,18
51.120000000000005,71.4,2020-12-11 14:30:00,3
51.11,71.42,2020-12-11 14:30:00,4
51.11,71.43,2020-12-11 14:30:00,4
51.160000000000004,71.43,2020-12-11 14:30:00,3
51.18,71.42,2020-12-10 09:30:00,3
51.17,71.42,2020-12-10 09:30:00,12
51.18,71.46000000000001,2020-12-10 09:30:00,3
51.14,71.47,2020-12-11 14:45:00,3
51.09,71.41,2020-12-11 14:45:00,3
51.17,71.38,2020-12-11 15:00:00,3
51.13,71.43,2020-12-11 15:00:00,4
51.11,71.43,2020-12-11 15:00:00,3
51.15,71.5,2020-12-11 15:00:00,3
51.160000000000004,71.41,2020-12-11 15:00:00,3
51.15,71.51,2020-12-11 15:00:00,3
51.160000000000004,71.43,2020-12-11 15:00:00,3
51.160000000000004,71.44,2020-12-11 15:00:00,7
51.17,71.42,2020-12-11 15:00:00,3
51.15,71.47,2020-12-11 15:00:00,6
51.160000000000004,71.45,2020-12-13 03:15:00,3
51.15,71.44,2020-12-11 15:15:00,7
51.18,71.41,2020-12-11 15:15:00,3
51.18,71.48,2020-12-11 15:15:00,11
51.17,71.38,2020-12-11 15:15:00,3
51.06,71.39,2020-12-13 06:30:00,3
51.14,71.47,2020-12-13 06:45:00,3
51.13,71.41,2020-12-11 14:30:00,3
51.17,71.45,2020-12-11 14:30:00,3
51.18,71.41,2020-12-11 14:30:00,4
51.09,71.4,2020-12-11 14:30:00,3
51.13,71.46000000000001,2020-12-11 14:30:00,8
51.160000000000004,71.45,2020-12-11 15:30:00,3
51.14,71.41,2020-12-11 15:30:00,5
51.17,71.42,2020-12-11 15:30:00,6
51.120000000000005,71.44,2020-12-11 15:30:00,10
51.120000000000005,71.48,2020-12-11 15:45:00,3
51.160000000000004,71.44,2020-12-11 15:45:00,7
51.120000000000005,71.44,2020-12-11 15:45:00,4
51.17,71.41,2020-12-11 15:45:00,12
51.160000000000004,71.47,2020-12-11 15:45:00,6
51.18,71.48,2020-12-10 09:30:00,9
51.160000000000004,71.47,2020-12-11 14:45:00,3
51.15,71.42,2020-12-11 14:45:00,4
51.13,71.43,2020-12-11 14:45:00,3
51.120000000000005,71.46000000000001,2020-12-11 14:45:00,4
51.18,71.44,2020-12-11 15:15:00,3
51.15,71.47,2020-12-11 15:15:00,3
51.15,71.43,2020-12-11 15:15:00,3
51.15,71.43,2020-12-11 15:00:00,3
51.17,71.41,2020-12-11 15:00:00,3
51.15,71.42,2020-12-13 04:15:00,3
51.19,71.45,2020-12-11 15:15:00,3
51.14,71.45,2020-12-11 15:15:00,4
51.15,71.42,2020-12-11 14:30:00,3
51.15,71.43,2020-12-11 14:30:00,4
51.14,71.48,2020-12-11 14:30:00,1
51.17,71.4,2020-12-13 07:15:00,3
51.15,71.5,2020-12-11 15:30:00,4
51.13,71.46000000000001,2020-12-11 15:30:00,4
51.18,71.48,2020-12-11 15:30:00,11
51.17,71.41,2020-12-11 15:30:00,9
51.17,71.38,2020-12-11 15:30:00,3
51.17,71.43,2020-12-11 15:45:00,3
51.18,71.42,2020-12-11 15:45:00,12
51.160000000000004,71.42,2020-12-11 15:45:00,7
51.160000000000004,71.5,2020-12-11 15:45:00,3
51.11,71.41,2020-12-10 09:30:00,3
51.11,71.43,2020-12-11 15:15:00,7
51.13,71.46000000000001,2020-12-11 15:15:00,11
51.19,71.42,2020-12-11 15:15:00,3
51.19,71.41,2020-12-11 15:15:00,7
51.11,71.4,2020-12-11 14:45:00,4
51.14,71.52,2020-12-11 14:45:00,3
51.160000000000004,71.47,2020-12-11 15:00:00,6
51.15,71.42,2020-12-11 15:00:00,3
51.19,71.41,2020-12-13 04:45:00,3
51.13,71.48,2020-12-11 15:30:00,3
51.17,71.45,2020-12-11 15:30:00,4
51.17,71.38,2020-12-11 14:30:00,6
51.160000000000004,71.5,2020-12-11 15:30:00,3
51.17,71.48,2020-12-11 15:30:00,3
51.15,71.48,2020-12-11 15:30:00,5
51.13,71.52,2020-12-11 15:30:00,4
51.18,71.48,2020-12-13 08:15:00,3
51.160000000000004,71.47,2020-12-10 09:30:00,3
51.19,71.42,2020-12-10 09:30:00,3
51.15,71.44,2020-12-10 09:30:00,8
51.160000000000004,71.4,2020-12-11 14:45:00,3
51.160000000000004,71.45,2020-12-11 14:45:00,3
51.15,71.5,2020-12-11 15:15:00,3
51.160000000000004,71.44,2020-12-11 15:15:00,3
51.1,71.43,2020-12-11 15:15:00,6
51.160000000000004,71.42,2020-12-11 15:15:00,8
51.17,71.42,2020-12-11 15:15:00,11
51.17,71.42,2020-12-11 15:45:00,4
51.19,71.42,2020-12-11 15:45:00,6
51.18,71.37,2020-12-11 15:30:00,3
51.13,71.47,2020-12-11 15:30:00,3
51.14,71.49,2020-12-11 15:30:00,4
51.19,71.41,2020-12-11 15:30:00,3
51.120000000000005,71.43,2020-12-11 15:30:00,3
51.13,71.5,2020-12-11 15:45:00,9
51.14,71.41,2020-12-11 15:45:00,4
51.160000000000004,71.41,2020-12-11 15:15:00,4
51.14,71.52,2020-12-13 08:45:00,6
51.160000000000004,71.43,2020-12-13 08:45:00,5
51.15,71.44,2020-12-13 08:45:00,6
51.18,71.42,2020-12-13 09:15:00,8
51.19,71.45,2020-12-13 09:15:00,4
51.160000000000004,71.44,2020-12-13 09:15:00,6
51.19,71.42,2020-12-13 09:15:00,3
51.13,71.41,2020-12-13 09:15:00,3
51.14,71.45,2020-12-13 09:15:00,3
51.15,71.41,2020-12-13 09:45:00,4
51.18,71.46000000000001,2020-12-13 09:45:00,6
51.13,71.43,2020-12-13 09:45:00,3
51.14,71.43,2020-12-13 09:45:00,1
51.120000000000005,71.52,2020-12-13 06:00:00,3
51.11,71.43,2020-12-11 15:30:00,7
51.13,71.49,2020-12-11 15:45:00,3
51.120000000000005,71.46000000000001,2020-12-11 15:45:00,4
51.18,71.48,2020-12-11 15:45:00,7
51.120000000000005,71.4,2020-12-11 15:45:00,3
51.15,71.41,2020-12-11 15:45:00,8
51.120000000000005,71.44,2020-12-13 08:30:00,3
51.17,71.42,2020-12-13 08:30:00,3
51.14,71.42,2020-12-13 08:30:00,3
51.15,71.43,2020-12-13 08:30:00,4
51.13,71.44,2020-12-13 10:00:00,4
51.15,71.45,2020-12-13 08:45:00,4
51.17,71.38,2020-12-13 09:00:00,3
51.11,71.43,2020-12-13 09:00:00,7
51.15,71.41,2020-12-13 10:30:00,6
51.17,71.43,2020-12-13 10:30:00,4
51.18,71.48,2020-12-13 10:30:00,4
51.15,71.47,2020-12-13 10:30:00,3
51.17,71.38,2020-12-13 10:30:00,6
51.14,71.47,2020-12-13 10:30:00,9
51.14,71.48,2020-12-13 10:30:00,2
51.14,71.41,2020-12-13 10:30:00,7
51.09,71.4,2020-12-13 10:30:00,7
51.120000000000005,71.43,2020-12-13 10:30:00,3
51.15,71.44,2020-12-13 10:30:00,8
51.15,71.41,2020-12-13 09:15:00,4
51.14,71.47,2020-12-13 09:30:00,3
51.18,71.41,2020-12-13 09:45:00,3
51.17,71.42,2020-12-13 09:45:00,3
51.11,71.41,2020-12-13 09:45:00,3
51.15,71.37,2020-12-13 09:45:00,3
51.15,71.4,2020-12-11 15:45:00,3
51.13,71.46000000000001,2020-12-11 15:45:00,4
51.15,71.42,2020-12-11 15:45:00,4
51.160000000000004,71.42,2020-12-13 08:45:00,3
51.15,71.41,2020-12-13 08:45:00,7
51.120000000000005,71.41,2020-12-13 10:00:00,3
51.160000000000004,71.47,2020-12-13 10:00:00,3
51.11,71.43,2020-12-13 07:45:00,4
51.17,71.45,2020-12-13 09:00:00,4
51.18,71.48,2020-12-13 09:00:00,3
51.11,71.44,2020-12-13 09:00:00,3
51.15,71.37,2020-12-13 09:00:00,3
51.160000000000004,71.47,2020-12-13 10:30:00,6
51.11,71.41,2020-12-13 10:30:00,3
51.14,71.45,2020-12-13 10:30:00,4
51.18,71.48,2020-12-13 09:45:00,6
51.19,71.41,2020-12-13 09:45:00,3
51.15,71.5,2020-12-13 09:45:00,3
51.14,71.47,2020-12-13 09:45:00,9
51.17,71.44,2020-12-13 09:45:00,3
51.160000000000004,71.43,2020-12-11 15:45:00,6
51.18,71.41,2020-12-11 15:45:00,3
51.13,71.46000000000001,2020-12-13 09:30:00,4
51.13,71.46000000000001,2020-12-13 10:15:00,8
51.14,71.42,2020-12-13 10:15:00,6
51.160000000000004,71.47,2020-12-13 10:15:00,3
51.120000000000005,71.43,2020-12-13 10:15:00,3
51.14,71.47,2020-12-13 10:15:00,9
51.17,71.41,2020-12-13 09:00:00,3
51.14,71.42,2020-12-13 10:30:00,4
51.11,71.4,2020-12-13 10:30:00,4
51.14,71.46000000000001,2020-12-13 10:30:00,3
51.17,71.42,2020-12-13 10:30:00,3
51.15,71.5,2020-12-13 10:30:00,3
51.160000000000004,71.41,2020-12-11 15:45:00,11
51.14,71.47,2020-12-11 15:45:00,3
51.18,71.42,2020-12-11 16:00:00,6
51.15,71.46000000000001,2020-12-11 16:00:00,5
51.17,71.41,2020-12-11 16:00:00,3
51.13,71.46000000000001,2020-12-11 16:00:00,7
51.160000000000004,71.45,2020-12-11 16:00:00,3
51.15,71.45,2020-12-11 16:00:00,3
51.160000000000004,71.43,2020-12-13 09:30:00,6
51.15,71.41,2020-12-13 09:30:00,7
51.06,71.39,2020-12-13 09:30:00,7
51.15,71.34,2020-12-13 09:30:00,4
51.17,71.41,2020-12-13 09:30:00,3
51.1,71.43,2020-12-13 10:15:00,3
51.17,71.38,2020-12-13 09:15:00,5
51.17,71.4,2020-12-13 09:15:00,4
51.120000000000005,71.42,2020-12-13 10:30:00,3
51.14,71.49,2020-12-11 16:00:00,3
51.17,71.42,2020-12-11 16:00:00,7
51.160000000000004,71.43,2020-12-11 16:00:00,7
51.15,71.36,2020-12-13 09:30:00,3
51.15,71.43,2020-12-13 09:30:00,3
51.160000000000004,71.41,2020-12-13 09:30:00,9
51.15,71.37,2020-12-13 09:30:00,4
51.15,71.41,2020-12-13 10:00:00,3
51.160000000000004,71.49,2020-12-13 10:00:00,3
51.15,71.43,2020-12-13 10:15:00,3
51.11,71.41,2020-12-13 09:15:00,3
51.17,71.45,2020-12-13 09:15:00,4
51.11,71.43,2020-12-13 09:15:00,3
51.14,71.41,2020-12-13 09:30:00,3
51.15,71.44,2020-12-13 09:45:00,3
51.14,71.42,2020-12-11 16:00:00,4
51.1,71.42,2020-12-11 16:00:00,3
51.15,71.43,2020-12-11 16:00:00,7
51.15,71.4,2020-12-11 16:00:00,8
51.14,71.41,2020-12-13 10:45:00,7
51.160000000000004,71.47,2020-12-13 10:45:00,3
51.120000000000005,71.45,2020-12-13 10:45:00,3
51.15,71.41,2020-12-13 10:45:00,6
51.160000000000004,71.46000000000001,2020-12-13 10:45:00,4
51.18,71.48,2020-12-13 10:15:00,6
51.160000000000004,71.42,2020-12-13 10:15:00,4
51.160000000000004,71.43,2020-12-13 10:15:00,4
51.160000000000004,71.42,2020-12-13 10:45:00,3
51.18,71.48,2020-12-13 10:45:00,4
51.17,71.41,2020-12-13 10:45:00,10
51.15,71.35000000000001,2020-12-13 10:45:00,3
51.15,71.42,2020-12-13 10:45:00,3
51.11,71.4,2020-12-13 11:00:00,3
51.15,71.4,2020-12-13 11:00:00,3
51.13,71.46000000000001,2020-12-13 11:00:00,3
51.15,71.47,2020-12-07 09:00:00,4
51.15,71.43,2020-12-07 09:00:00,3
51.15,71.47,2020-12-11 16:15:00,3
51.14,71.42,2020-12-10 09:45:00,4
51.120000000000005,71.42,2020-12-07 09:00:00,4
51.15,71.5,2020-12-08 17:30:00,4
51.09,71.4,2020-12-08 17:30:00,3
51.120000000000005,71.41,2020-12-10 10:00:00,4
51.160000000000004,71.44,2020-12-11 16:30:00,4
51.17,71.42,2020-12-10 10:00:00,3
51.11,71.43,2020-12-07 09:15:00,3
51.160000000000004,71.48,2020-12-11 16:30:00,3
51.15,71.44,2020-12-10 10:15:00,8
51.18,71.48,2020-12-07 09:30:00,3
51.160000000000004,71.41,2020-12-07 09:30:00,3
51.17,71.41,2020-12-07 09:30:00,3
51.11,71.44,2020-12-10 10:15:00,3
51.11,71.43,2020-12-07 09:30:00,4
51.120000000000005,71.52,2020-12-11 16:45:00,3
51.14,71.47,2020-12-10 10:15:00,6
51.17,71.38,2020-12-07 09:30:00,3
51.160000000000004,71.48,2020-12-08 18:00:00,3
51.13,71.41,2020-12-11 17:00:00,4
51.11,71.41,2020-12-07 09:45:00,7
51.17,71.42,2020-12-10 10:30:00,3
51.13,71.46000000000001,2020-12-08 18:15:00,3
51.19,71.41,2020-12-08 18:15:00,3
51.160000000000004,71.48,2020-12-11 17:15:00,3
51.1,71.4,2020-12-07 10:15:00,3
51.160000000000004,71.42,2020-12-08 18:30:00,3
51.09,71.4,2020-12-10 10:45:00,3
51.160000000000004,71.42,2020-12-11 17:15:00,3
51.21,71.4,2020-12-07 10:15:00,3
51.18,71.39,2020-12-10 11:00:00,3
51.120000000000005,71.52,2020-12-10 11:00:00,3
51.19,71.41,2020-12-10 11:00:00,3
51.14,71.47,2020-12-07 10:30:00,3
51.17,71.41,2020-12-07 10:30:00,3
51.15,71.5,2020-12-07 10:30:00,4
51.160000000000004,71.42,2020-12-08 18:45:00,3
51.1,71.43,2020-12-08 18:45:00,3
51.06,71.39,2020-12-11 17:45:00,3
51.18,71.41,2020-12-11 17:45:00,6
51.09,71.4,2020-12-11 17:45:00,4
51.160000000000004,71.44,2020-12-07 10:45:00,3
51.13,71.46000000000001,2020-12-08 18:45:00,3
51.18,71.47,2020-12-08 19:00:00,3
51.15,71.45,2020-12-11 17:45:00,3
51.14,71.47,2020-12-08 19:00:00,3
51.19,71.41,2020-12-11 18:00:00,3
51.14,71.42,2020-12-10 11:15:00,3
51.17,71.45,2020-12-07 11:00:00,3
51.15,71.5,2020-12-07 11:00:00,4
51.15,71.42,2020-12-08 19:15:00,3
51.120000000000005,71.44,2020-12-07 11:00:00,3
51.06,71.39,2020-12-08 19:15:00,3
51.120000000000005,71.52,2020-12-07 11:15:00,4
51.120000000000005,71.42,2020-12-11 18:15:00,3
51.15,71.5,2020-12-10 11:45:00,3
51.11,71.41,2020-12-11 18:15:00,3
51.18,71.44,2020-12-08 19:30:00,3
51.14,71.47,2020-12-08 19:30:00,8
51.14,71.47,2020-12-11 18:15:00,3
51.09,71.4,2020-12-11 18:15:00,4
51.14,71.48,2020-12-08 19:30:00,4
51.06,71.39,2020-12-11 18:30:00,3
51.15,71.46000000000001,2020-12-07 11:30:00,3
51.15,71.39,2020-12-10 12:00:00,3
51.17,71.41,2020-12-10 12:00:00,3
51.15,71.43,2020-12-11 18:45:00,4
51.15,71.41,2020-12-08 19:45:00,12
51.160000000000004,71.41,2020-12-08 19:45:00,6
51.120000000000005,71.41,2020-12-11 18:45:00,3
51.17,71.39,2020-12-10 12:00:00,3
51.19,71.4,2020-12-10 12:15:00,3
51.14,71.42,2020-12-10 12:15:00,4
51.11,71.41,2020-12-08 20:15:00,4
51.17,71.38,2020-12-10 12:15:00,3
51.11,71.43,2020-12-11 19:15:00,3
51.09,71.4,2020-12-08 20:15:00,4
51.06,71.39,2020-12-11 19:15:00,3
51.17,71.41,2020-12-08 20:15:00,3
51.19,71.33,2020-12-11 19:15:00,3
